customer_id,churned
CHURN-SCORE-00104,0
CHURN-SCORE-00105,0
CHURN-SCORE-00106,0
CHURN-SCORE-00107,0
CHURN-SCORE-00108,0
CHURN-SCORE-00109,0
CHURN-SCORE-00110,0
CHURN-SCORE-00111,0
CHURN-SCORE-00112,0
CHURN-SCORE-00113,0
CHURN-SCORE-00114,0
CHURN-SCORE-00115,0
CHURN-SCORE-00116,0
CHURN-SCORE-00117,0
CHURN-SCORE-00118,0
CHURN-SCORE-00119,0
CHURN-SCORE-00120,0
CHURN-SCORE-00121,0
CHURN-SCORE-00122,0
CHURN-SCORE-00123,0
CHURN-SCORE-00124,0
CHURN-SCORE-00125,0
CHURN-SCORE-00126,0
CHURN-SCORE-00127,1
CHURN-SCORE-00128,0
CHURN-SCORE-00129,0
CHURN-SCORE-00130,0
CHURN-SCORE-00131,0
CHURN-SCORE-00132,0
CHURN-SCORE-00133,0
CHURN-SCORE-00134,0
CHURN-SCORE-00135,0
CHURN-SCORE-00136,0
CHURN-SCORE-00137,0
CHURN-SCORE-00138,0
CHURN-SCORE-00139,0
CHURN-SCORE-00140,0
CHURN-SCORE-00141,0
CHURN-SCORE-00142,0
CHURN-SCORE-00143,0
CHURN-SCORE-00144,1
CHURN-SCORE-00145,0
CHURN-SCORE-00146,0
CHURN-SCORE-00147,0
CHURN-SCORE-00148,1
CHURN-SCORE-00149,0
CHURN-SCORE-00150,0
CHURN-SCORE-00151,0
CHURN-SCORE-00152,1
CHURN-SCORE-00153,0
CHURN-SCORE-00154,0
CHURN-SCORE-00155,0
CHURN-SCORE-00156,0
CHURN-SCORE-00157,0
CHURN-SCORE-00158,0
CHURN-SCORE-00159,0
CHURN-SCORE-00160,0
CHURN-SCORE-00161,0
CHURN-SCORE-00162,0
CHURN-SCORE-00163,0
CHURN-SCORE-00164,0
CHURN-SCORE-00165,0
CHURN-SCORE-00166,0
CHURN-SCORE-00167,0
CHURN-SCORE-00168,0
CHURN-SCORE-00169,0
CHURN-SCORE-00170,1
CHURN-SCORE-00171,0
CHURN-SCORE-00172,0
CHURN-SCORE-00173,0
CHURN-SCORE-00174,0
CHURN-SCORE-00175,0
CHURN-SCORE-00176,0
CHURN-SCORE-00177,0
CHURN-SCORE-00178,0
CHURN-SCORE-00179,0
CHURN-SCORE-00180,0
CHURN-SCORE-00181,0
CHURN-SCORE-00182,0
CHURN-SCORE-00183,0
CHURN-SCORE-00184,0
CHURN-SCORE-00185,0
CHURN-SCORE-00186,0
CHURN-SCORE-00187,0
CHURN-SCORE-00188,0
CHURN-SCORE-00189,0
CHURN-SCORE-00190,0
CHURN-SCORE-00191,0
CHURN-SCORE-00192,1
CHURN-SCORE-00193,0
CHURN-SCORE-00194,0
CHURN-SCORE-00195,0
CHURN-SCORE-00196,0
CHURN-SCORE-00197,0
CHURN-SCORE-00198,0
CHURN-SCORE-00199,0
CHURN-SCORE-00200,0
CHURN-SCORE-00201,0
CHURN-SCORE-00202,0
CHURN-SCORE-00203,0
CHURN-SCORE-00204,0
CHURN-SCORE-00205,0
CHURN-SCORE-00206,0
CHURN-SCORE-00207,0
CHURN-SCORE-00208,0
CHURN-SCORE-00209,0
CHURN-SCORE-00210,0
CHURN-SCORE-00211,0
CHURN-SCORE-00212,0
CHURN-SCORE-00213,0
CHURN-SCORE-00214,0
CHURN-SCORE-00215,0
CHURN-SCORE-00216,0
CHURN-SCORE-00217,0
CHURN-SCORE-00218,0
CHURN-SCORE-00219,0
CHURN-SCORE-00220,0
CHURN-SCORE-00221,0
CHURN-SCORE-00222,0
CHURN-SCORE-00223,0
CHURN-SCORE-00224,0
CHURN-SCORE-00225,0
CHURN-SCORE-00226,0
CHURN-SCORE-00227,0
CHURN-SCORE-00228,0
CHURN-SCORE-00229,0
CHURN-SCORE-00230,0
CHURN-SCORE-00231,0
CHURN-SCORE-00232,0
CHURN-SCORE-00233,0
CHURN-SCORE-00234,0
CHURN-SCORE-00235,0
CHURN-SCORE-00236,0
CHURN-SCORE-00237,0
CHURN-SCORE-00238,0
CHURN-SCORE-00239,0
CHURN-SCORE-00240,0
CHURN-SCORE-00241,0
CHURN-SCORE-00242,0
CHURN-SCORE-00243,0
CHURN-SCORE-00244,1
CHURN-SCORE-00245,1
CHURN-SCORE-00246,0
CHURN-SCORE-00247,0
CHURN-SCORE-00248,0
CHURN-SCORE-00249,0
CHURN-SCORE-00250,1
CHURN-SCORE-00251,0
CHURN-SCORE-00252,0
CHURN-SCORE-00253,0
CHURN-SCORE-00254,0
CHURN-SCORE-00255,0
CHURN-SCORE-00256,0
CHURN-SCORE-00257,0
CHURN-SCORE-00258,0
CHURN-SCORE-00259,0
CHURN-SCORE-00260,0
CHURN-SCORE-00261,0
CHURN-SCORE-00262,0
CHURN-SCORE-00263,0
CHURN-SCORE-00264,0
CHURN-SCORE-00265,0
CHURN-SCORE-00266,0
CHURN-SCORE-00267,0
CHURN-SCORE-00268,1
CHURN-SCORE-00269,0
CHURN-SCORE-00270,0
CHURN-SCORE-00271,0
CHURN-SCORE-00272,0
CHURN-SCORE-00273,0
CHURN-SCORE-00274,0
CHURN-SCORE-00275,0
CHURN-SCORE-00276,0
CHURN-SCORE-00277,0
CHURN-SCORE-00278,0
CHURN-SCORE-00279,0
CHURN-SCORE-00280,0
CHURN-SCORE-00281,0
CHURN-SCORE-00282,0
CHURN-SCORE-00283,0
CHURN-SCORE-00284,0
CHURN-SCORE-00285,0
CHURN-SCORE-00286,0
CHURN-SCORE-00287,0
CHURN-SCORE-00288,1
CHURN-SCORE-00289,0
CHURN-SCORE-00290,0
CHURN-SCORE-00291,0
CHURN-SCORE-00292,0
CHURN-SCORE-00293,0
CHURN-SCORE-00294,0
CHURN-SCORE-00295,0
CHURN-SCORE-00296,0
CHURN-SCORE-00297,0
CHURN-SCORE-00298,0
CHURN-SCORE-00299,0
CHURN-SCORE-00300,0
CHURN-SCORE-00301,0
CHURN-SCORE-00302,0
CHURN-SCORE-00303,0
CHURN-SCORE-00304,0
CHURN-SCORE-00305,0
CHURN-SCORE-00306,0
CHURN-SCORE-00307,0
CHURN-SCORE-00308,0
CHURN-SCORE-00309,0
CHURN-SCORE-00310,0
CHURN-SCORE-00311,0
CHURN-SCORE-00312,0
CHURN-SCORE-00313,0
CHURN-SCORE-00314,1
CHURN-SCORE-00315,0
CHURN-SCORE-00316,0
CHURN-SCORE-00317,0
CHURN-SCORE-00318,0
CHURN-SCORE-00319,1
CHURN-SCORE-00320,0
CHURN-SCORE-00321,0
CHURN-SCORE-00322,0
CHURN-SCORE-00323,0
CHURN-SCORE-00324,0
CHURN-SCORE-00325,0
CHURN-SCORE-00326,0
CHURN-SCORE-00327,1
CHURN-SCORE-00328,0
CHURN-SCORE-00329,0
CHURN-SCORE-00330,0
CHURN-SCORE-00331,0
CHURN-SCORE-00332,0
CHURN-SCORE-00333,0
CHURN-SCORE-00334,0
CHURN-SCORE-00335,0
CHURN-SCORE-00336,0
CHURN-SCORE-00337,0
CHURN-SCORE-00338,0
CHURN-SCORE-00339,0
CHURN-SCORE-00340,0
CHURN-SCORE-00341,0
CHURN-SCORE-00342,0
CHURN-SCORE-00343,0
CHURN-SCORE-00344,0
CHURN-SCORE-00345,1
CHURN-SCORE-00346,0
CHURN-SCORE-00347,0
CHURN-SCORE-00348,0
CHURN-SCORE-00349,0
CHURN-SCORE-00350,0
CHURN-SCORE-00351,0
CHURN-SCORE-00352,1
CHURN-SCORE-00353,0
CHURN-SCORE-00354,0
CHURN-SCORE-00355,0
CHURN-SCORE-00356,0
CHURN-SCORE-00357,0
CHURN-SCORE-00358,0
CHURN-SCORE-00359,0
CHURN-SCORE-00360,0
CHURN-SCORE-00361,0
CHURN-SCORE-00362,0
CHURN-SCORE-00363,0
CHURN-SCORE-00364,1
CHURN-SCORE-00365,0
CHURN-SCORE-00366,0
CHURN-SCORE-00367,0
CHURN-SCORE-00368,0
CHURN-SCORE-00369,0
CHURN-SCORE-00370,0
CHURN-SCORE-00371,0
CHURN-SCORE-00372,0
CHURN-SCORE-00373,0
CHURN-SCORE-00374,0
CHURN-SCORE-00375,0
CHURN-SCORE-00376,0
CHURN-SCORE-00377,0
CHURN-SCORE-00378,0
CHURN-SCORE-00379,0
CHURN-SCORE-00380,0
CHURN-SCORE-00381,0
CHURN-SCORE-00382,0
CHURN-SCORE-00383,0
CHURN-SCORE-00384,0
CHURN-SCORE-00385,0
CHURN-SCORE-00386,0
CHURN-SCORE-00387,0
CHURN-SCORE-00388,0
CHURN-SCORE-00389,0
CHURN-SCORE-00390,0
CHURN-SCORE-00391,0
CHURN-SCORE-00392,0
CHURN-SCORE-00393,0
CHURN-SCORE-00394,0
CHURN-SCORE-00395,0
CHURN-SCORE-00396,0
CHURN-SCORE-00397,0
CHURN-SCORE-00398,1
CHURN-SCORE-00399,0
CHURN-SCORE-00400,0
CHURN-SCORE-00401,0
CHURN-SCORE-00402,0
CHURN-SCORE-00403,0
CHURN-SCORE-00404,0
CHURN-SCORE-00405,0
CHURN-SCORE-00406,0
CHURN-SCORE-00407,0
CHURN-SCORE-00408,0
CHURN-SCORE-00409,0
CHURN-SCORE-00410,0
CHURN-SCORE-00411,0
CHURN-SCORE-00412,0
CHURN-SCORE-00413,0
CHURN-SCORE-00414,0
CHURN-SCORE-00415,0
CHURN-SCORE-00416,1
CHURN-SCORE-00417,0
CHURN-SCORE-00418,0
CHURN-SCORE-00419,0
CHURN-SCORE-00420,0
CHURN-SCORE-00421,0
CHURN-SCORE-00422,0
CHURN-SCORE-00423,1
CHURN-SCORE-00424,0
CHURN-SCORE-00425,0
CHURN-SCORE-00426,0
CHURN-SCORE-00427,0
CHURN-SCORE-00428,0
CHURN-SCORE-00429,1
CHURN-SCORE-00430,0
CHURN-SCORE-00431,0
CHURN-SCORE-00432,0
CHURN-SCORE-00433,0
CHURN-SCORE-00434,0
CHURN-SCORE-00435,0
CHURN-SCORE-00436,0
CHURN-SCORE-00437,0
CHURN-SCORE-00438,0
CHURN-SCORE-00439,0
CHURN-SCORE-00440,0
CHURN-SCORE-00441,0
CHURN-SCORE-00442,0
CHURN-SCORE-00443,0
CHURN-SCORE-00444,0
CHURN-SCORE-00445,0
CHURN-SCORE-00446,1
CHURN-SCORE-00447,0
CHURN-SCORE-00448,0
CHURN-SCORE-00449,0
CHURN-SCORE-00450,0
CHURN-SCORE-00451,0
CHURN-SCORE-00452,0
CHURN-SCORE-00453,0
CHURN-SCORE-00454,0
CHURN-SCORE-00455,0
CHURN-SCORE-00456,0
CHURN-SCORE-00457,0
CHURN-SCORE-00458,0
CHURN-SCORE-00459,0
CHURN-SCORE-00460,0
CHURN-SCORE-00461,0
CHURN-SCORE-00462,0
CHURN-SCORE-00463,0
CHURN-SCORE-00464,0
CHURN-SCORE-00465,0
CHURN-SCORE-00466,0
CHURN-SCORE-00467,0
CHURN-SCORE-00468,0
CHURN-SCORE-00469,0
CHURN-SCORE-00470,0
CHURN-SCORE-00471,0
CHURN-SCORE-00472,0
CHURN-SCORE-00473,0
CHURN-SCORE-00474,0
CHURN-SCORE-00475,0
CHURN-SCORE-00476,0
CHURN-SCORE-00477,0
CHURN-SCORE-00478,0
CHURN-SCORE-00479,0
CHURN-SCORE-00480,0
CHURN-SCORE-00481,0
CHURN-SCORE-00482,0
CHURN-SCORE-00483,1
CHURN-SCORE-00484,0
CHURN-SCORE-00485,0
CHURN-SCORE-00486,0
CHURN-SCORE-00487,0
CHURN-SCORE-00488,0
CHURN-SCORE-00489,0
CHURN-SCORE-00490,0
CHURN-SCORE-00491,0
CHURN-SCORE-00492,0
CHURN-SCORE-00493,0
CHURN-SCORE-00494,0
CHURN-SCORE-00495,0
CHURN-SCORE-00496,0
CHURN-SCORE-00497,0
CHURN-SCORE-00498,0
CHURN-SCORE-00499,0
CHURN-SCORE-00500,0
CHURN-SCORE-00501,0
CHURN-SCORE-00502,1
CHURN-SCORE-00503,0
CHURN-SCORE-00504,0
CHURN-SCORE-00505,0
CHURN-SCORE-00506,0
CHURN-SCORE-00507,0
CHURN-SCORE-00508,1
CHURN-SCORE-00509,0
CHURN-SCORE-00510,0
CHURN-SCORE-00511,0
CHURN-SCORE-00512,0
CHURN-SCORE-00513,0
CHURN-SCORE-00514,0
CHURN-SCORE-00515,1
CHURN-SCORE-00516,0
CHURN-SCORE-00517,0
CHURN-SCORE-00518,0
CHURN-SCORE-00519,0
CHURN-SCORE-00520,0
CHURN-SCORE-00521,0
CHURN-SCORE-00522,0
CHURN-SCORE-00523,0
CHURN-SCORE-00524,0
CHURN-SCORE-00525,0
CHURN-SCORE-00526,0
CHURN-SCORE-00527,0
CHURN-SCORE-00528,0
CHURN-SCORE-00529,0
CHURN-SCORE-00530,0
CHURN-SCORE-00531,0
CHURN-SCORE-00532,0
CHURN-SCORE-00533,0
CHURN-SCORE-00534,0
CHURN-SCORE-00535,0
CHURN-SCORE-00536,0
CHURN-SCORE-00537,1
CHURN-SCORE-00538,0
CHURN-SCORE-00539,0
CHURN-SCORE-00540,0
CHURN-SCORE-00541,0
CHURN-SCORE-00542,0
CHURN-SCORE-00543,0
CHURN-SCORE-00544,0
CHURN-SCORE-00545,0
CHURN-SCORE-00546,0
CHURN-SCORE-00547,0
CHURN-SCORE-00548,0
CHURN-SCORE-00549,0
CHURN-SCORE-00550,0
CHURN-SCORE-00551,0
CHURN-SCORE-00552,0
CHURN-SCORE-00553,0
CHURN-SCORE-00554,0
CHURN-SCORE-00555,0
CHURN-SCORE-00556,0
CHURN-SCORE-00557,0
CHURN-SCORE-00558,0
CHURN-SCORE-00559,0
CHURN-SCORE-00560,0
CHURN-SCORE-00561,0
CHURN-SCORE-00562,0
CHURN-SCORE-00563,0
CHURN-SCORE-00564,0
CHURN-SCORE-00565,0
CHURN-SCORE-00566,0
CHURN-SCORE-00567,0
CHURN-SCORE-00568,0
CHURN-SCORE-00569,0
CHURN-SCORE-00570,0
CHURN-SCORE-00571,0
CHURN-SCORE-00572,0
CHURN-SCORE-00573,0
CHURN-SCORE-00574,0
CHURN-SCORE-00575,0
CHURN-SCORE-00576,0
CHURN-SCORE-00577,0
CHURN-SCORE-00578,0
CHURN-SCORE-00579,0
CHURN-SCORE-00580,0
CHURN-SCORE-00581,0
CHURN-SCORE-00582,0
CHURN-SCORE-00583,0
CHURN-SCORE-00584,0
CHURN-SCORE-00585,0
CHURN-SCORE-00586,0
CHURN-SCORE-00587,0
CHURN-SCORE-00588,0
CHURN-SCORE-00589,0
CHURN-SCORE-00590,0
CHURN-SCORE-00591,0
CHURN-SCORE-00592,0
CHURN-SCORE-00593,0
CHURN-SCORE-00594,0
CHURN-SCORE-00595,0
CHURN-SCORE-00596,0
CHURN-SCORE-00597,0
CHURN-SCORE-00598,0
CHURN-SCORE-00599,0
CHURN-SCORE-00600,0
CHURN-SCORE-00601,0
CHURN-SCORE-00602,1
CHURN-SCORE-00603,0
CHURN-SCORE-00604,0
CHURN-SCORE-00605,0
CHURN-SCORE-00606,0
CHURN-SCORE-00607,1
CHURN-SCORE-00608,0
CHURN-SCORE-00609,0
CHURN-SCORE-00610,0
CHURN-SCORE-00611,1
CHURN-SCORE-00612,0
CHURN-SCORE-00613,0
CHURN-SCORE-00614,0
CHURN-SCORE-00615,0
CHURN-SCORE-00616,0
CHURN-SCORE-00617,0
CHURN-SCORE-00618,0
CHURN-SCORE-00619,0
CHURN-SCORE-00620,0
CHURN-SCORE-00621,0
CHURN-SCORE-00622,0
CHURN-SCORE-00623,0
CHURN-SCORE-00624,1
CHURN-SCORE-00625,0
CHURN-SCORE-00626,0
CHURN-SCORE-00627,0
CHURN-SCORE-00628,0
CHURN-SCORE-00629,1
CHURN-SCORE-00630,0
CHURN-SCORE-00631,0
CHURN-SCORE-00632,0
CHURN-SCORE-00633,0
CHURN-SCORE-00634,0
CHURN-SCORE-00635,0
CHURN-SCORE-00636,0
CHURN-SCORE-00637,0
CHURN-SCORE-00638,0
CHURN-SCORE-00639,0
CHURN-SCORE-00640,0
CHURN-SCORE-00641,1
CHURN-SCORE-00642,0
CHURN-SCORE-00643,0
CHURN-SCORE-00644,0
CHURN-SCORE-00645,0
CHURN-SCORE-00646,0
CHURN-SCORE-00647,0
CHURN-SCORE-00648,0
CHURN-SCORE-00649,0
CHURN-SCORE-00650,0
CHURN-SCORE-00651,0
CHURN-SCORE-00652,0
CHURN-SCORE-00653,0
CHURN-SCORE-00654,0
CHURN-SCORE-00655,0
CHURN-SCORE-00656,0
CHURN-SCORE-00657,0
CHURN-SCORE-00658,0
CHURN-SCORE-00659,0
CHURN-SCORE-00660,0
CHURN-SCORE-00661,0
CHURN-SCORE-00662,0
CHURN-SCORE-00663,0
CHURN-SCORE-00664,0
CHURN-SCORE-00665,0
CHURN-SCORE-00666,0
CHURN-SCORE-00667,0
CHURN-SCORE-00668,0
CHURN-SCORE-00669,0
CHURN-SCORE-00670,0
CHURN-SCORE-00671,0
CHURN-SCORE-00672,0
CHURN-SCORE-00673,0
CHURN-SCORE-00674,0
CHURN-SCORE-00675,0
CHURN-SCORE-00676,0
CHURN-SCORE-00677,0
CHURN-SCORE-00678,0
CHURN-SCORE-00679,0
CHURN-SCORE-00680,0
CHURN-SCORE-00681,0
CHURN-SCORE-00682,0
CHURN-SCORE-00683,0
CHURN-SCORE-00684,0
CHURN-SCORE-00685,0
CHURN-SCORE-00686,0
CHURN-SCORE-00687,0
CHURN-SCORE-00688,0
CHURN-SCORE-00689,0
CHURN-SCORE-00690,0
CHURN-SCORE-00691,0
CHURN-SCORE-00692,0
CHURN-SCORE-00693,0
CHURN-SCORE-00694,0
CHURN-SCORE-00695,0
CHURN-SCORE-00696,0
CHURN-SCORE-00697,0
CHURN-SCORE-00698,0
CHURN-SCORE-00699,0
CHURN-SCORE-00700,0
CHURN-SCORE-00701,0
CHURN-SCORE-00702,0
CHURN-SCORE-00703,0
CHURN-SCORE-00704,0
CHURN-SCORE-00705,0
CHURN-SCORE-00706,0
CHURN-SCORE-00707,0
CHURN-SCORE-00708,0
CHURN-SCORE-00709,0
CHURN-SCORE-00710,0
CHURN-SCORE-00711,0
CHURN-SCORE-00712,0
CHURN-SCORE-00713,0
CHURN-SCORE-00714,0
CHURN-SCORE-00715,0
CHURN-SCORE-00716,0
CHURN-SCORE-00717,1
CHURN-SCORE-00718,0
CHURN-SCORE-00719,0
CHURN-SCORE-00720,1
CHURN-SCORE-00721,0
CHURN-SCORE-00722,0
CHURN-SCORE-00723,0
CHURN-SCORE-00724,0
CHURN-SCORE-00725,0
CHURN-SCORE-00726,0
CHURN-SCORE-00727,0
CHURN-SCORE-00728,0
CHURN-SCORE-00729,0
CHURN-SCORE-00730,0
CHURN-SCORE-00731,0
CHURN-SCORE-00732,0
CHURN-SCORE-00733,0
CHURN-SCORE-00734,0
CHURN-SCORE-00735,0
CHURN-SCORE-00736,0
CHURN-SCORE-00737,0
CHURN-SCORE-00738,0
CHURN-SCORE-00739,0
CHURN-SCORE-00740,0
CHURN-SCORE-00741,0
CHURN-SCORE-00742,0
CHURN-SCORE-00743,0
CHURN-SCORE-00744,0
CHURN-SCORE-00745,0
CHURN-SCORE-00746,0
CHURN-SCORE-00747,0
CHURN-SCORE-00748,0
CHURN-SCORE-00749,0
CHURN-SCORE-00750,0
CHURN-SCORE-00751,0
CHURN-SCORE-00752,0
CHURN-SCORE-00753,0
CHURN-SCORE-00754,0
CHURN-SCORE-00755,0
CHURN-SCORE-00756,0
CHURN-SCORE-00757,0
CHURN-SCORE-00758,0
CHURN-SCORE-00759,0
CHURN-SCORE-00760,0
CHURN-SCORE-00761,0
CHURN-SCORE-00762,0
CHURN-SCORE-00763,0
CHURN-SCORE-00764,0
CHURN-SCORE-00765,0
CHURN-SCORE-00766,0
CHURN-SCORE-00767,0
CHURN-SCORE-00768,0
CHURN-SCORE-00769,0
CHURN-SCORE-00770,0
CHURN-SCORE-00771,1
CHURN-SCORE-00772,0
CHURN-SCORE-00773,1
CHURN-SCORE-00774,0
CHURN-SCORE-00775,0
CHURN-SCORE-00776,0
CHURN-SCORE-00777,0
CHURN-SCORE-00778,0
CHURN-SCORE-00779,0
CHURN-SCORE-00780,0
CHURN-SCORE-00781,0
CHURN-SCORE-00782,0
CHURN-SCORE-00783,0
CHURN-SCORE-00784,0
CHURN-SCORE-00785,0
CHURN-SCORE-00786,0
CHURN-SCORE-00787,0
CHURN-SCORE-00788,0
CHURN-SCORE-00789,0
CHURN-SCORE-00790,1
CHURN-SCORE-00791,0
CHURN-SCORE-00792,1
CHURN-SCORE-00793,0
CHURN-SCORE-00794,0
CHURN-SCORE-00795,0
CHURN-SCORE-00796,0
CHURN-SCORE-00797,0
CHURN-SCORE-00798,0
CHURN-SCORE-00799,1
CHURN-SCORE-00800,0
CHURN-SCORE-00801,0
CHURN-SCORE-00802,0
CHURN-SCORE-00803,0
CHURN-SCORE-00804,0
CHURN-SCORE-00805,0
CHURN-SCORE-00806,0
CHURN-SCORE-00807,0
CHURN-SCORE-00808,0
CHURN-SCORE-00809,0
CHURN-SCORE-00810,0
CHURN-SCORE-00811,0
CHURN-SCORE-00812,0
CHURN-SCORE-00813,0
CHURN-SCORE-00814,0
CHURN-SCORE-00815,0
CHURN-SCORE-00816,0
CHURN-SCORE-00817,0
CHURN-SCORE-00818,0
CHURN-SCORE-00819,0
CHURN-SCORE-00820,0
CHURN-SCORE-00821,0
CHURN-SCORE-00822,0
CHURN-SCORE-00823,0
CHURN-SCORE-00824,0
CHURN-SCORE-00825,0
CHURN-SCORE-00826,0
CHURN-SCORE-00827,0
CHURN-SCORE-00828,0
CHURN-SCORE-00829,0
CHURN-SCORE-00830,0
CHURN-SCORE-00831,0
CHURN-SCORE-00832,0
CHURN-SCORE-00833,0
CHURN-SCORE-00834,0
CHURN-SCORE-00835,0
CHURN-SCORE-00836,0
CHURN-SCORE-00837,0
CHURN-SCORE-00838,0
CHURN-SCORE-00839,0
CHURN-SCORE-00840,0
CHURN-SCORE-00841,0
CHURN-SCORE-00842,0
CHURN-SCORE-00843,0
CHURN-SCORE-00844,0
CHURN-SCORE-00845,0
CHURN-SCORE-00846,0
CHURN-SCORE-00847,0
CHURN-SCORE-00848,0
CHURN-SCORE-00849,0
CHURN-SCORE-00850,0
CHURN-SCORE-00851,0
CHURN-SCORE-00852,0
CHURN-SCORE-00853,0
CHURN-SCORE-00854,0
CHURN-SCORE-00855,0
CHURN-SCORE-00856,0
CHURN-SCORE-00857,0
CHURN-SCORE-00858,0
CHURN-SCORE-00859,0
CHURN-SCORE-00860,0
CHURN-SCORE-00861,0
CHURN-SCORE-00862,0
CHURN-SCORE-00863,0
CHURN-SCORE-00864,0
CHURN-SCORE-00865,0
CHURN-SCORE-00866,0
CHURN-SCORE-00867,0
CHURN-SCORE-00868,0
CHURN-SCORE-00869,0
CHURN-SCORE-00870,0
CHURN-SCORE-00871,0
CHURN-SCORE-00872,0
CHURN-SCORE-00873,0
CHURN-SCORE-00874,0
CHURN-SCORE-00875,0
CHURN-SCORE-00876,0
CHURN-SCORE-00877,0
CHURN-SCORE-00878,0
CHURN-SCORE-00879,0
CHURN-SCORE-00880,0
CHURN-SCORE-00881,0
CHURN-SCORE-00882,0
CHURN-SCORE-00883,0
CHURN-SCORE-00884,0
CHURN-SCORE-00885,0
CHURN-SCORE-00886,0
CHURN-SCORE-00887,0
CHURN-SCORE-00888,0
CHURN-SCORE-00889,0
CHURN-SCORE-00890,0
CHURN-SCORE-00891,0
CHURN-SCORE-00892,0
CHURN-SCORE-00893,0
CHURN-SCORE-00894,0
CHURN-SCORE-00895,0
CHURN-SCORE-00896,0
CHURN-SCORE-00897,0
CHURN-SCORE-00898,0
CHURN-SCORE-00899,0
CHURN-SCORE-00900,0
CHURN-SCORE-00901,0
CHURN-SCORE-00902,0
CHURN-SCORE-00903,0
CHURN-SCORE-00904,0
CHURN-SCORE-00905,0
CHURN-SCORE-00906,0
CHURN-SCORE-00907,0
CHURN-SCORE-00908,0
CHURN-SCORE-00909,0
CHURN-SCORE-00910,0
CHURN-SCORE-00911,0
CHURN-SCORE-00912,0
CHURN-SCORE-00913,0
CHURN-SCORE-00914,0
CHURN-SCORE-00915,0
CHURN-SCORE-00916,0
CHURN-SCORE-00917,0
CHURN-SCORE-00918,1
CHURN-SCORE-00919,0
CHURN-SCORE-00920,0
CHURN-SCORE-00921,0
CHURN-SCORE-00922,0
CHURN-SCORE-00923,1
CHURN-SCORE-00924,0
CHURN-SCORE-00925,0
CHURN-SCORE-00926,1
CHURN-SCORE-00927,0
CHURN-SCORE-00928,0
CHURN-SCORE-00929,0
CHURN-SCORE-00930,0
CHURN-SCORE-00931,0
CHURN-SCORE-00932,0
