timestamp,batch_id,heater_command_pct,feed_flow_l_min,reactor_temperature_c
2025-01-01T09:55:00Z,B001,33.4636,35.7632,40.8366
2025-01-01T10:00:00Z,B001,33.578,36.1007,40.9768
2025-01-01T10:05:00Z,B001,31.5397,36.7082,40.9219
2025-01-01T10:10:00Z,B001,32.2006,35.8904,40.5484
2025-01-01T10:15:00Z,B001,32.9113,33.8756,40.3775
2025-01-01T10:20:00Z,B001,33.4698,35.2904,40.6018
2025-01-01T10:25:00Z,B001,32.5444,35.6224,40.1866
2025-01-01T10:30:00Z,B001,32.7759,34.3493,39.7602
2025-01-01T10:35:00Z,B001,33.3357,35.2132,39.1621
2025-01-01T10:40:00Z,B001,33.6264,34.2977,38.7774
2025-01-01T10:45:00Z,B001,34.8122,35.3493,39.0328
2025-01-01T10:50:00Z,B001,33.3895,34.7796,38.9766
2025-01-01T10:55:00Z,B001,33.8932,34.3686,38.8333
2025-01-01T11:00:00Z,B001,31.6422,34.6068,38.8084
2025-01-01T11:05:00Z,B001,33.6674,34.6902,39.0691
2025-01-01T11:10:00Z,B001,33.105,34.3665,38.8841
2025-01-01T11:15:00Z,B001,32.8842,33.94,39.1532
2025-01-01T11:20:00Z,B001,32.5644,33.8749,39.0
2025-01-01T11:25:00Z,B001,32.2065,33.066,38.9283
2025-01-01T11:30:00Z,B001,33.2277,33.1104,38.9126
2025-01-01T11:35:00Z,B001,31.8719,34.8115,38.7103
2025-01-01T11:40:00Z,B001,33.2384,34.1639,37.9403
2025-01-01T11:45:00Z,B001,33.8437,33.294,37.9656
2025-01-01T11:50:00Z,B001,35.1443,33.4638,38.0637
2025-01-01T11:55:00Z,B001,32.3768,33.253,37.8728
2025-01-01T12:00:00Z,B001,34.4181,32.9621,37.7915
2025-01-01T12:05:00Z,B001,33.0757,32.5229,38.1742
2025-01-01T12:10:00Z,B001,33.3665,32.4282,38.2909
2025-01-01T12:15:00Z,B001,32.8572,31.9839,38.2887
2025-01-01T12:20:00Z,B001,35.5376,32.9889,38.3374
2025-01-01T12:25:00Z,B001,34.786,32.4781,38.1226
2025-01-01T12:30:00Z,B001,34.9588,32.6942,38.2806
2025-01-01T12:35:00Z,B001,35.5593,32.2785,38.0613
2025-01-01T12:40:00Z,B001,37.501,32.6227,38.1148
2025-01-01T12:45:00Z,B001,34.7742,33.2957,38.0179
2025-01-01T12:50:00Z,B001,36.0941,31.2242,37.6949
2025-01-01T12:55:00Z,B001,34.8382,32.0381,37.9332
2025-01-01T13:00:00Z,B001,35.3324,31.8313,38.014
2025-01-01T13:05:00Z,B001,36.691,32.9195,38.1147
2025-01-01T13:10:00Z,B001,35.6591,32.3437,38.0837
2025-01-01T13:15:00Z,B001,37.0333,33.4236,38.0141
2025-01-01T13:20:00Z,B001,37.8224,33.0264,37.7887
2025-01-01T13:25:00Z,B001,36.4529,32.2385,38.1593
2025-01-01T13:30:00Z,B001,38.3669,32.8133,38.0585
2025-01-01T13:35:00Z,B001,41.6931,33.3701,37.9732
2025-01-01T13:40:00Z,B001,37.145,32.95,37.9201
2025-01-01T13:45:00Z,B001,38.1403,33.3689,37.9423
2025-01-01T13:50:00Z,B001,39.6403,33.4533,38.0048
2025-01-01T13:55:00Z,B001,37.2249,33.3212,38.5527
2025-01-01T14:00:00Z,B001,40.4573,32.7505,38.4865
2025-01-01T14:05:00Z,B001,38.4483,32.8403,38.71
2025-01-01T14:10:00Z,B001,38.0272,33.499,39.0053
2025-01-01T14:15:00Z,B001,38.7582,32.9971,38.8642
2025-01-01T14:20:00Z,B001,39.211,34.027,38.9378
2025-01-01T14:25:00Z,B001,39.442,32.9574,38.824
2025-01-01T14:30:00Z,B001,39.8558,34.0617,38.725
2025-01-01T14:35:00Z,B001,39.2338,33.1977,38.6433
2025-01-01T14:40:00Z,B001,41.9721,33.4476,38.838
2025-01-01T14:45:00Z,B001,42.2061,33.2308,39.1556
2025-01-01T14:50:00Z,B001,40.9154,33.0113,39.0957
2025-01-01T14:55:00Z,B001,40.3082,34.7483,39.0075
2025-01-01T15:00:00Z,B001,40.5759,33.7826,38.9949
2025-01-01T15:05:00Z,B001,40.6802,34.118,39.2492
2025-01-01T15:10:00Z,B001,40.7588,34.4295,39.2373
2025-01-01T15:15:00Z,B001,41.1662,33.905,39.3184
2025-01-01T15:20:00Z,B001,43.1913,34.3907,39.3888
2025-01-01T15:25:00Z,B001,43.3225,34.4274,39.6291
2025-01-01T15:30:00Z,B001,41.4435,34.1619,39.5045
2025-01-01T15:35:00Z,B001,45.2597,34.0579,39.0294
2025-01-01T15:40:00Z,B001,43.5634,34.4015,39.7287
2025-01-01T15:45:00Z,B001,43.3683,34.9729,39.8669
2025-01-01T15:50:00Z,B001,43.2688,35.0508,39.6805
2025-01-01T15:55:00Z,B001,43.6926,34.9919,39.9634
2025-01-01T16:00:00Z,B001,54.3093,35.6035,40.3911
2025-01-01T16:05:00Z,B001,55.6519,35.1875,40.8916
2025-01-01T16:10:00Z,B001,54.1774,35.2551,41.2781
2025-01-01T16:15:00Z,B001,54.3565,36.0573,41.2093
2025-01-01T16:20:00Z,B001,52.0685,36.565,42.193
2025-01-01T16:25:00Z,B001,54.075,36.8913,43.04
2025-01-01T16:30:00Z,B001,53.5619,36.2594,43.8415
2025-01-01T16:35:00Z,B001,54.8369,36.2609,44.4316
2025-01-01T16:40:00Z,B001,55.1177,36.0872,44.9064
2025-01-01T16:45:00Z,B001,51.9799,36.4308,45.5798
2025-01-01T16:50:00Z,B001,55.1989,36.8014,45.6969
2025-01-01T16:55:00Z,B001,54.351,37.2544,46.3224
2025-01-01T17:00:00Z,B001,55.2018,37.5242,46.5234
2025-01-01T17:05:00Z,B001,55.1178,38.4168,46.5213
2025-01-01T17:10:00Z,B001,55.0429,36.6535,46.9678
2025-01-01T17:15:00Z,B001,55.4442,37.3182,47.654
2025-01-01T17:20:00Z,B001,57.0207,37.3028,48.1301
2025-01-01T17:25:00Z,B001,55.2657,37.8815,48.4928
2025-01-01T17:30:00Z,B001,56.5941,39.2204,48.3269
2025-01-01T17:35:00Z,B001,55.5777,39.0101,48.3861
2025-01-01T17:40:00Z,B001,55.413,38.8875,48.8569
2025-01-01T17:45:00Z,B001,56.828,39.3662,49.1422
2025-01-01T17:50:00Z,B001,55.8235,38.1277,49.3539
2025-01-01T17:55:00Z,B001,54.9405,39.4785,49.742
2025-01-01T18:00:00Z,B001,55.7155,40.1154,49.6099
2025-01-01T18:05:00Z,B001,58.338,41.1564,49.7806
2025-01-01T18:10:00Z,B001,55.9736,40.0329,49.9251
2025-01-01T18:15:00Z,B001,54.6865,39.344,49.9085
2025-01-01T18:20:00Z,B001,55.8248,39.3463,49.8502
2025-01-01T18:25:00Z,B001,57.0332,40.4178,50.1843
2025-01-01T18:30:00Z,B001,57.2766,41.2401,49.9784
2025-01-01T18:35:00Z,B001,56.0802,40.7164,49.5485
2025-01-01T18:40:00Z,B001,55.6514,41.3374,49.6492
2025-01-01T18:45:00Z,B001,56.4661,40.6504,49.7462
2025-01-01T18:50:00Z,B001,53.2411,40.852,49.9387
2025-01-01T18:55:00Z,B001,54.2445,41.3363,49.8592
2025-01-01T19:00:00Z,B001,52.6823,42.323,49.8087
2025-01-01T19:05:00Z,B001,56.2306,41.2954,49.4162
2025-01-01T19:10:00Z,B001,55.0738,39.9459,49.4061
2025-01-01T19:15:00Z,B001,55.7018,42.5573,49.1892
2025-01-01T19:20:00Z,B001,54.0681,41.0904,48.7487
2025-01-01T19:25:00Z,B001,53.343,41.8692,48.7995
2025-01-01T19:30:00Z,B001,54.4989,42.1439,48.6798
2025-01-01T19:35:00Z,B001,52.8381,42.364,48.8366
2025-01-01T19:40:00Z,B001,53.4241,42.3936,48.6638
2025-01-01T19:45:00Z,B001,52.6555,42.8905,48.5881
2025-01-01T19:50:00Z,B001,53.5977,43.3684,48.6374
2025-01-01T19:55:00Z,B001,53.74,41.8486,48.4303
2025-01-01T20:00:00Z,B001,54.3804,42.0563,48.4918
2025-01-01T20:05:00Z,B001,53.0498,43.7889,48.2367
2025-01-01T20:10:00Z,B001,52.4552,43.2947,47.8394
2025-01-01T20:15:00Z,B001,52.8916,43.3773,48.2457
2025-01-01T20:20:00Z,B001,53.341,42.8975,48.4123
2025-01-01T20:25:00Z,B001,53.2585,44.6099,48.4559
2025-01-01T20:30:00Z,B001,51.7558,42.7994,48.0782
2025-01-01T20:35:00Z,B001,54.5423,43.5487,48.1722
2025-01-01T20:40:00Z,B001,51.5756,43.9431,48.2127
2025-01-01T20:45:00Z,B001,49.1784,43.3008,48.053
2025-01-01T20:50:00Z,B001,51.4933,44.2897,47.8749
2025-01-01T20:55:00Z,B001,50.4572,43.9867,48.0113
2025-01-01T21:00:00Z,B001,51.6972,44.0536,47.759
2025-01-01T21:05:00Z,B001,50.9079,44.2279,47.3141
2025-01-01T21:10:00Z,B001,51.7914,43.7289,47.0947
2025-01-01T21:15:00Z,B001,48.0968,44.0769,46.822
2025-01-01T21:20:00Z,B001,50.7857,43.9838,46.3179
2025-01-01T21:25:00Z,B001,47.477,43.789,46.3075
2025-01-01T21:30:00Z,B001,49.0039,45.5458,46.626
2025-01-01T21:35:00Z,B001,50.62,45.025,45.7741
2025-01-01T21:40:00Z,B001,48.5605,44.706,45.8937
2025-01-01T21:45:00Z,B001,50.2678,44.7289,45.4724
2025-01-01T21:50:00Z,B001,49.2458,43.9975,45.411
2025-01-01T21:55:00Z,B001,48.4722,44.8789,45.4574
2025-01-01T22:00:00Z,B001,47.9742,44.7645,44.8722
2025-01-01T22:05:00Z,B001,47.6876,44.5992,45.4761
2025-01-01T22:10:00Z,B001,48.717,44.599,45.5405
2025-01-01T22:15:00Z,B001,45.4777,43.5754,45.4769
2025-01-01T22:20:00Z,B001,48.1389,43.8929,45.3092
2025-01-01T22:25:00Z,B001,48.3265,44.0963,45.0917
2025-01-01T22:30:00Z,B001,45.4001,43.9967,45.0424
2025-01-01T22:35:00Z,B001,45.7694,43.7106,44.4896
2025-01-01T22:40:00Z,B001,45.6189,44.7855,44.5556
2025-01-01T22:45:00Z,B001,44.6203,45.0823,44.4958
2025-01-01T22:50:00Z,B001,46.8647,44.8979,44.17
2025-01-01T22:55:00Z,B001,43.4406,43.6936,44.2491
2025-01-01T23:00:00Z,B001,45.9196,44.0221,44.225
2025-01-01T23:05:00Z,B001,44.2492,45.2798,44.0891
2025-01-01T23:10:00Z,B001,44.0341,43.841,43.8753
2025-01-01T23:15:00Z,B001,43.5278,44.9021,43.7256
2025-01-01T23:20:00Z,B001,44.3948,44.0017,43.9447
2025-01-01T23:25:00Z,B001,42.6904,43.585,43.9837
2025-01-01T23:30:00Z,B001,44.9022,44.1484,43.636
2025-01-01T23:35:00Z,B001,45.4399,43.1743,43.3605
2025-01-01T23:40:00Z,B001,44.7829,43.9585,43.1037
2025-01-01T23:45:00Z,B001,43.479,42.7497,42.6672
2025-01-01T23:50:00Z,B001,42.0135,42.4914,42.627
2025-01-01T23:55:00Z,B001,42.174,43.3504,42.8162
2025-01-02T00:00:00Z,B001,50.8546,48.9664,42.9966
2025-01-02T00:05:00Z,B001,52.3132,48.5861,42.5943
2025-01-02T00:10:00Z,B001,51.8487,48.9987,42.3625
2025-01-02T00:15:00Z,B001,52.1189,48.887,41.6379
2025-01-02T00:20:00Z,B001,48.9694,49.2406,42.464
2025-01-02T00:25:00Z,B001,51.8869,48.8166,43.3558
2025-01-02T00:30:00Z,B001,52.2858,48.7453,44.268
2025-01-02T00:35:00Z,B001,49.8904,48.1927,44.828
2025-01-02T00:40:00Z,B001,50.8221,48.0212,44.9548
2025-01-02T00:45:00Z,B001,51.8043,48.4015,45.5576
2025-01-02T00:50:00Z,B001,50.5403,48.1099,45.9965
2025-01-02T00:55:00Z,B001,51.1987,47.4509,46.2383
2025-01-02T01:00:00Z,B001,52.0291,48.2002,46.8092
2025-01-02T01:05:00Z,B001,50.8707,46.2723,47.3122
2025-01-02T01:10:00Z,B001,51.9223,45.7655,47.888
2025-01-02T01:15:00Z,B001,49.9457,47.3874,48.3577
2025-01-02T01:20:00Z,B001,49.7796,45.8409,48.3414
2025-01-02T01:25:00Z,B001,51.9506,46.2817,48.6595
2025-01-02T01:30:00Z,B001,50.9139,46.8765,48.6922
2025-01-02T01:35:00Z,B001,50.2417,46.0205,48.8176
2025-01-02T01:40:00Z,B001,51.8472,45.8451,48.9948
2025-01-02T01:45:00Z,B001,50.9441,45.7385,49.461
2025-01-02T01:50:00Z,B001,52.0703,45.4856,49.7779
2025-01-02T01:55:00Z,B001,52.6004,45.5543,49.9653
2025-01-02T02:00:00Z,B001,52.046,45.9019,50.2443
2025-01-02T02:05:00Z,B001,50.9936,45.271,50.1947
2025-01-02T02:10:00Z,B001,51.73,44.9223,50.5911
2025-01-02T02:15:00Z,B001,51.7752,45.2056,51.34
2025-01-02T02:20:00Z,B001,52.3731,43.9697,51.5979
2025-01-02T02:25:00Z,B001,56.1048,44.243,52.1143
2025-01-02T02:30:00Z,B001,51.4991,44.2407,52.333
2025-01-02T02:35:00Z,B001,51.4326,44.5852,52.2374
2025-01-02T02:40:00Z,B001,53.0907,44.5784,52.6356
2025-01-02T02:45:00Z,B001,52.3607,44.1513,53.3438
2025-01-02T02:50:00Z,B001,52.1669,43.1924,53.444
2025-01-02T02:55:00Z,B001,52.8276,42.9832,53.7875
2025-01-02T03:00:00Z,B001,53.6969,43.4422,54.1048
2025-01-02T03:05:00Z,B001,52.9258,43.928,54.3023
2025-01-02T03:10:00Z,B001,55.1792,42.9969,54.8354
2025-01-02T03:15:00Z,B001,52.5357,42.0348,55.1781
2025-01-02T03:20:00Z,B001,53.7504,43.556,55.4396
2025-01-02T03:25:00Z,B001,54.328,41.9918,55.5293
2025-01-02T03:30:00Z,B001,55.1249,41.8143,55.8285
2025-01-02T03:35:00Z,B001,52.8546,41.6548,55.8404
2025-01-02T03:40:00Z,B001,55.8716,42.78,55.8215
2025-01-02T03:45:00Z,B001,56.8576,40.5487,56.0438
2025-01-02T03:50:00Z,B001,52.306,42.2595,56.683
2025-01-02T03:55:00Z,B001,54.2086,41.2846,56.3276
2025-01-02T04:00:00Z,B001,54.8332,40.0351,56.9423
2025-01-02T04:05:00Z,B001,55.8254,40.5707,57.9074
2025-01-02T04:10:00Z,B001,55.0095,40.9199,57.707
2025-01-02T04:15:00Z,B001,55.8146,40.451,57.7575
2025-01-02T04:20:00Z,B001,56.3106,41.4779,58.0076
2025-01-02T04:25:00Z,B001,55.2426,40.5547,58.2173
2025-01-02T04:30:00Z,B001,54.8212,41.4725,58.3922
2025-01-02T04:35:00Z,B001,56.1436,40.0926,58.2992
2025-01-02T04:40:00Z,B001,60.4294,40.1777,58.6037
2025-01-02T04:45:00Z,B001,60.2184,39.7482,59.0622
2025-01-02T04:50:00Z,B001,57.4311,39.4533,59.5416
2025-01-02T04:55:00Z,B001,60.3234,39.3346,59.5202
2025-01-02T05:00:00Z,B001,59.643,39.5986,60.3123
2025-01-02T05:05:00Z,B001,59.0918,40.0502,60.7555
2025-01-02T05:10:00Z,B001,57.6314,39.4824,60.7833
2025-01-02T05:15:00Z,B001,60.3142,39.0393,61.3272
2025-01-02T05:20:00Z,B001,61.0861,38.5249,61.9458
2025-01-02T05:25:00Z,B001,59.6816,39.2897,62.0375
2025-01-02T05:30:00Z,B001,60.1636,38.8587,61.815
2025-01-02T05:35:00Z,B001,60.6382,39.2335,62.447
2025-01-02T05:40:00Z,B001,59.2974,38.2178,62.7326
2025-01-02T05:45:00Z,B001,60.2423,39.1248,62.8652
2025-01-02T05:50:00Z,B001,58.8001,37.7538,63.5461
2025-01-02T05:55:00Z,B001,61.6689,38.6868,63.7478
2025-01-02T06:00:00Z,B001,61.4278,38.3532,64.0227
2025-01-02T06:05:00Z,B001,60.3247,38.0437,64.1639
2025-01-02T06:10:00Z,B001,61.7092,38.6596,64.3349
2025-01-02T06:15:00Z,B001,62.1629,38.9252,64.5576
2025-01-02T06:20:00Z,B001,64.5696,37.9687,64.752
2025-01-02T06:25:00Z,B001,62.5894,37.8033,65.069
2025-01-02T06:30:00Z,B001,64.0182,38.9364,65.1214
2025-01-02T06:35:00Z,B001,62.6567,38.6763,65.3413
2025-01-02T06:40:00Z,B001,61.9564,38.3729,65.8926
2025-01-02T06:45:00Z,B001,63.2519,38.7352,66.3599
2025-01-02T06:50:00Z,B001,62.2785,37.9194,66.7612
2025-01-02T06:55:00Z,B001,61.9921,38.3157,67.0457
2025-01-02T07:00:00Z,B001,64.6569,39.0652,66.9137
2025-01-02T07:05:00Z,B001,64.61,38.4591,66.6578
2025-01-02T07:10:00Z,B001,62.8338,37.8078,66.9644
2025-01-02T07:15:00Z,B001,61.798,38.8934,67.1572
2025-01-02T07:20:00Z,B001,61.7222,37.7621,67.2134
2025-01-02T07:25:00Z,B001,65.0381,38.8242,67.7253
2025-01-02T07:30:00Z,B001,64.9969,38.2849,67.9152
2025-01-02T07:35:00Z,B001,64.9442,38.5721,67.9694
2025-01-02T07:40:00Z,B001,64.1869,38.7192,67.9218
2025-01-02T07:45:00Z,B001,63.0212,39.6622,68.1249
2025-01-02T07:50:00Z,B001,64.0136,38.8217,68.4615
2025-01-02T07:55:00Z,B001,64.7053,39.2087,68.6414
2025-01-02T08:00:00Z,B001,73.8279,39.4724,68.6106
2025-01-02T08:05:00Z,B001,74.8188,39.1693,68.8418
2025-01-02T08:10:00Z,B001,73.4453,39.2561,68.7668
2025-01-02T08:15:00Z,B001,75.8691,39.7209,68.3807
2025-01-02T08:20:00Z,B001,72.8106,38.4963,69.4318
2025-01-02T08:25:00Z,B001,72.6365,39.412,70.0067
2025-01-02T08:30:00Z,B001,73.3164,39.5701,70.5532
2025-01-02T08:35:00Z,B001,73.7088,40.0501,71.356
2025-01-02T08:40:00Z,B001,74.022,40.2005,71.5916
2025-01-02T08:45:00Z,B001,75.0135,39.3414,72.1603
2025-01-02T08:50:00Z,B001,74.0269,40.2055,72.8753
2025-01-02T08:55:00Z,B001,74.911,40.2752,72.9482
2025-01-02T09:00:00Z,B001,73.3343,40.2185,73.2657
2025-01-02T09:05:00Z,B001,74.6712,40.7998,73.8084
2025-01-02T09:10:00Z,B001,72.2267,39.8367,73.8872
2025-01-02T09:15:00Z,B001,73.0485,40.5994,74.1192
2025-01-02T09:20:00Z,B001,72.429,39.7338,74.0991
2025-01-02T09:25:00Z,B001,72.5319,41.0654,74.175
2025-01-02T09:30:00Z,B001,74.6379,41.1505,73.6742
2025-01-02T09:35:00Z,B001,73.8196,41.2447,74.2876
2025-01-02T09:40:00Z,B001,73.1111,40.4292,74.0246
2025-01-02T09:45:00Z,B001,73.5675,42.2584,73.8587
2025-01-02T09:50:00Z,B001,72.5313,41.1751,73.7589
2025-01-02T09:55:00Z,B001,73.6056,42.3367,73.5164
2025-01-02T10:00:00Z,B001,72.4087,41.7139,73.351
2025-01-02T10:05:00Z,B001,71.5208,41.9883,73.3362
2025-01-02T10:10:00Z,B001,71.9292,42.4594,73.1361
2025-01-02T10:15:00Z,B001,73.1494,42.4866,73.0418
2025-01-02T10:20:00Z,B001,70.604,42.3327,72.9939
2025-01-02T10:25:00Z,B001,70.1185,42.6616,73.0427
2025-01-02T10:30:00Z,B001,72.3676,42.7936,72.8316
2025-01-02T10:35:00Z,B001,71.7993,43.8095,72.8011
2025-01-02T10:40:00Z,B001,70.8728,42.885,72.4124
2025-01-02T10:45:00Z,B001,71.82,44.3422,72.1821
2025-01-02T10:50:00Z,B001,71.9039,43.1733,71.9132
2025-01-02T10:55:00Z,B001,70.527,43.6935,71.7571
2025-01-02T11:00:00Z,B001,70.2387,44.2647,71.3716
2025-01-02T11:05:00Z,B001,71.1364,44.0214,71.3638
2025-01-02T11:10:00Z,B001,70.5269,44.5768,71.1809
2025-01-02T11:15:00Z,B001,70.1582,44.2255,70.6408
2025-01-02T11:20:00Z,B001,71.6421,44.5996,70.5135
2025-01-02T11:25:00Z,B001,70.8874,44.7691,70.5481
